Hours_Studied,Attendance,Parental_Involvement,Motivation_Level,Teacher_Quality,Exam_Score,Perf
25,91,Low,Medium,Medium,72,Medium
13,64,Medium,Low,Medium,64,Low
25,74,Low,High,Medium,65,Low
29,93,High,Medium,High,76,Medium
13,63,Low,Medium,Medium,59,Low
14,98,Medium,Low,Medium,67,Low
26,99,Medium,Medium,Medium,73,Medium
22,64,Medium,Low,Medium,64,Low
23,72,Medium,Low,Low,67,Low
22,75,High,Low,Medium,69,Low
22,91,Medium,Medium,High,69,Low
12,84,High,Medium,Medium,67,Low
26,86,Medium,Medium,Medium,72,Medium
27,90,Low,Low,High,86,High
19,65,Medium,Medium,High,62,Low
20,93,Medium,Medium,Low,69,Low
11,88,High,Low,Medium,68,Low
23,83,High,Low,Medium,99,High
23,96,Low,Medium,Medium,70,Low
20,88,Low,Medium,Medium,68,Low
27,68,Medium,Low,Medium,67,Low
18,77,High,Low,High,66,Low
23,80,Low,Low,Medium,66,Low
14,62,Medium,Medium,Medium,62,Low
20,98,Medium,High,Medium,72,Medium
19,65,Medium,Medium,Medium,64,Low
21,88,Medium,Low,Medium,68,Low
18,80,Medium,Medium,Low,66,Low
19,61,Medium,High,Medium,68,Low
25,97,Low,High,Medium,75,Medium
17,94,Low,High,High,67,Low
10,81,Low,Medium,Medium,65,Low
30,69,Medium,Medium,Low,68,Low
28,65,Medium,High,Medium,67,Low
12,75,Medium,High,Medium,63,Low
24,70,Medium,Low,High,67,Low
17,80,Medium,Medium,Medium,67,Low
22,99,Medium,High,High,73,Medium
22,83,Medium,High,Medium,67,Low
19,96,Medium,Medium,Medium,71,Medium
15,86,Low,Medium,Medium,67,Low
16,79,High,Medium,Medium,68,Low
15,94,Low,Medium,High,68,Low
15,79,High,Medium,Medium,66,Low
20,95,High,Low,High,68,Low
16,72,Medium,Medium,Low,63,Low
24,65,High,Medium,Medium,68,Low
29,94,Low,Medium,Medium,74,Medium
17,83,Low,Low,Medium,65,Low
21,96,Medium,Medium,Low,69,Low
23,98,Medium,Medium,Medium,70,Low
23,62,Medium,High,High,65,Low
20,80,Medium,Medium,Medium,68,Low
24,75,Low,Medium,Medium,65,Low
23,85,Medium,Low,High,68,Low
13,92,Medium,Low,Medium,68,Low
25,71,Medium,Low,Medium,66,Low
25,82,High,High,Medium,70,Low
15,88,Medium,Medium,Medium,66,Low
20,65,Medium,Medium,Medium,64,Low
24,93,Medium,Medium,Medium,70,Low
19,84,High,Low,Medium,68,Low
26,98,Low,Low,Low,74,Medium
34,74,High,Medium,High,71,Medium
15,64,Medium,Low,Medium,61,Low
12,80,Medium,Medium,Medium,64,Low
22,63,High,High,Medium,64,Low
24,99,High,Medium,Medium,73,Medium
19,62,Medium,Medium,High,62,Low
29,90,Low,Medium,High,71,Medium
12,81,High,Medium,High,68,Low
24,75,Medium,High,Medium,67,Low
16,63,Medium,High,,63,Low
30,85,Low,Medium,Medium,71,Medium
32,83,Medium,Low,Medium,72,Medium
15,71,High,High,High,66,Low
17,96,Medium,Low,Medium,67,Low
25,72,High,Medium,Medium,66,Low
18,78,Low,Medium,Medium,68,Low
20,82,Low,Low,Medium,64,Low
20,64,Medium,High,Medium,65,Low
8,97,High,High,Low,66,Low
20,75,High,High,High,69,Low
16,63,High,Low,High,64,Low
17,75,Low,Medium,High,65,Low
29,84,High,High,High,72,Medium
12,81,High,Low,High,65,Low
25,88,Low,Medium,High,70,Low
18,62,Medium,Medium,High,64,Low
18,71,Medium,Low,Low,62,Low
25,93,Medium,High,Low,69,Low
22,63,High,Low,Low,62,Low
23,94,Low,Medium,Medium,69,Low
26,64,Medium,Medium,Medium,66,Low
18,93,Medium,Medium,Low,71,Medium
16,74,Medium,Low,Low,66,Low
13,84,High,Medium,Low,64,Low
15,66,Medium,High,Medium,63,Low
38,63,Medium,High,Medium,69,Low
27,69,High,Medium,High,68,Low
12,65,High,Medium,High,63,Low
12,72,Medium,High,Medium,64,Low
23,81,Medium,Medium,Medium,66,Low
23,84,Medium,Medium,Medium,71,Medium
23,92,High,High,Medium,72,Medium
18,86,High,Medium,High,88,High
19,84,Medium,Low,Medium,66,Low
22,76,Medium,Medium,High,65,Low
21,79,Low,Low,Medium,66,Low
7,77,Low,High,Medium,62,Low
19,94,Medium,Medium,High,68,Low
15,69,Medium,High,Medium,65,Low
21,60,Low,Low,Low,62,Low
38,86,High,High,High,74,Medium
22,68,Medium,Medium,Medium,64,Low
18,96,High,High,High,72,Medium
26,94,Medium,Medium,Medium,70,Low
23,63,High,Medium,High,65,Low
23,64,Medium,Low,High,66,Low
24,80,Medium,Low,High,67,Low
32,84,Medium,Medium,Medium,73,Medium
13,71,Medium,Low,Medium,65,Low
23,89,High,Medium,High,74,Medium
14,84,Medium,Medium,Medium,66,Low
23,73,Medium,Medium,Medium,67,Low
14,61,Medium,Low,Medium,58,Low
17,90,High,Medium,High,71,Medium
18,69,Low,High,Low,63,Low
26,93,Low,Medium,High,73,Medium
26,77,High,Medium,Medium,68,Low
13,83,Low,Medium,Medium,66,Low
20,95,Low,Medium,Medium,68,Low
16,95,Medium,Low,High,66,Low
12,75,Medium,Low,High,62,Low
19,68,Medium,Medium,Medium,78,Medium
18,91,Medium,Medium,Medium,68,Low
35,77,High,Medium,Medium,77,Medium
23,68,High,Medium,Medium,65,Low
12,96,High,Low,Medium,73,Medium
17,68,Medium,Medium,Low,64,Low
26,61,Low,Medium,High,67,Low
33,61,High,Medium,Medium,69,Low
10,85,Low,High,Medium,60,Low
9,86,High,High,Medium,66,Low
31,72,Low,High,Low,70,Low
22,73,High,Low,Medium,66,Low
15,74,High,Medium,Low,64,Low
23,87,Medium,Medium,Low,70,Low
4,62,Medium,High,,58,Low
20,97,Medium,Medium,,69,Low
22,69,Medium,Low,High,64,Low
26,100,Low,Medium,Medium,72,Medium
14,67,Medium,Low,Medium,60,Low
21,91,Medium,High,Medium,70,Low
14,69,Medium,Medium,Medium,62,Low
22,63,Medium,Medium,High,66,Low
15,95,Medium,Low,,66,Low
18,94,Low,Medium,Medium,65,Low
14,76,High,Medium,Medium,64,Low
24,88,High,Medium,Low,72,Medium
25,82,Medium,High,High,71,Medium
19,94,Low,Medium,Medium,68,Low
20,73,High,Medium,High,68,Low
11,81,Low,High,Medium,64,Low
18,79,Low,Medium,High,65,Low
20,74,Medium,Medium,Medium,64,Low
36,96,Medium,Medium,High,75,Medium
13,67,Low,Medium,Medium,61,Low
29,66,High,Medium,Medium,68,Low
26,83,Medium,Low,High,70,Low
22,86,High,Medium,Low,71,Medium
31,68,Low,Low,Medium,66,Low
22,76,High,Low,Medium,66,Low
22,98,Medium,Low,Medium,70,Low
20,70,Low,Medium,Medium,62,Low
27,87,High,Low,Medium,72,Medium
27,90,High,High,Medium,72,Medium
16,78,Low,Medium,Medium,63,Low
12,98,High,Medium,Medium,69,Low
19,89,Medium,Medium,High,68,Low
15,78,High,Low,Medium,67,Low
20,83,High,High,Medium,71,Medium
27,88,Low,Low,Medium,67,Low
17,84,Low,Low,Medium,62,Low
20,95,Medium,Medium,High,69,Low
20,74,High,Medium,Medium,67,Low
25,72,Medium,Medium,High,71,Medium
7,69,Medium,High,High,87,High
16,62,Low,Medium,High,62,Low
21,62,High,Medium,High,64,Low
27,95,Medium,High,Medium,74,Medium
17,87,High,Medium,High,69,Low
9,86,High,Medium,High,65,Low
24,85,Low,Medium,Low,66,Low
16,94,Medium,Low,Medium,70,Low
13,79,High,Medium,Medium,68,Low
16,95,Low,Medium,Medium,70,Low
19,74,High,High,Medium,68,Low
16,97,High,Medium,High,69,Low
7,88,Medium,Low,High,66,Low
25,70,Medium,Medium,Low,65,Low
28,83,Medium,Medium,Medium,71,Medium
24,81,Medium,Medium,Medium,66,Low
13,66,Low,Low,Medium,61,Low
19,84,Medium,Medium,High,69,Low
20,73,Medium,Low,High,65,Low
24,62,Medium,Medium,Medium,63,Low
24,98,Medium,High,High,73,Medium
16,86,High,Low,Medium,68,Low
20,95,Medium,Medium,Low,70,Low
23,87,Medium,Medium,Medium,72,Medium
29,74,High,Medium,Medium,68,Low
24,81,Medium,Medium,Medium,68,Low
25,87,High,Medium,Medium,71,Medium
21,98,Low,Medium,Medium,68,Low
28,70,High,High,Medium,70,Low
22,95,Medium,Medium,High,70,Low
15,97,High,Low,Medium,69,Low
28,87,High,High,High,73,Medium
24,97,Medium,Low,High,72,Medium
17,76,Medium,Medium,High,67,Low
17,98,High,Medium,Low,69,Low
22,88,Low,Medium,Medium,68,Low
23,62,High,Medium,Low,64,Low
21,96,Low,Low,High,71,Medium
22,79,High,Medium,High,68,Low
30,78,Medium,Medium,Low,70,Low
26,83,Medium,Medium,Medium,72,Medium
21,66,Low,High,Medium,65,Low
26,79,Medium,Medium,High,70,Low
14,93,Medium,Low,Medium,69,Low
22,61,Medium,Low,Medium,64,Low
31,71,Low,Medium,Medium,67,Low
19,60,High,High,Medium,65,Low
15,77,Low,Medium,Medium,62,Low
16,89,High,Medium,High,68,Low
13,92,Medium,High,Medium,68,Low
15,98,Medium,Low,High,68,Low
18,84,Medium,Medium,High,68,Low
12,70,Medium,Medium,High,62,Low
20,97,Medium,Low,Medium,72,Medium
25,91,Low,Medium,High,69,Low
15,83,Medium,Low,High,68,Low
29,88,Low,Medium,High,71,Medium
23,97,Low,Medium,Low,69,Low
26,88,Low,Medium,Medium,71,Medium
16,75,Medium,Low,Low,65,Low
25,89,Medium,Medium,Medium,68,Low
13,62,Medium,Low,High,60,Low
25,75,Medium,Low,Medium,68,Low
21,76,Low,Medium,Medium,66,Low
23,67,Medium,Low,Medium,66,Low
13,61,Medium,Low,Medium,62,Low
15,65,Medium,Medium,Medium,61,Low
24,86,High,Low,Medium,69,Low
14,92,Medium,High,Low,69,Low
23,100,Medium,Medium,High,74,Medium
12,74,Medium,Low,Medium,62,Low
25,84,Medium,Medium,Medium,67,Low
13,97,High,High,Medium,69,Low
23,67,High,Medium,Medium,66,Low
24,89,Medium,Medium,Medium,72,Medium
16,90,High,Medium,Medium,69,Low
23,64,Medium,Medium,Medium,65,Low
22,94,Medium,Low,Medium,72,Medium
17,93,Low,Low,Medium,69,Low
14,61,Medium,Medium,Medium,60,Low
8,64,High,High,Medium,61,Low
22,62,High,Medium,Low,63,Low
11,73,Medium,Medium,High,63,Low
21,80,Medium,High,High,68,Low
18,81,Medium,Low,Medium,68,Low
24,71,High,Medium,Medium,65,Low
18,96,Medium,Medium,Medium,71,Medium
18,75,Medium,Low,Medium,64,Low
24,62,Medium,Medium,Medium,65,Low
22,72,High,Low,Medium,67,Low
22,81,High,Low,Medium,67,Low
23,76,Low,Medium,High,67,Low
11,71,Low,Medium,Medium,87,High
25,65,High,High,Medium,67,Low
24,93,High,High,Medium,72,Medium
14,100,Medium,High,High,69,Low
19,73,Medium,Low,Medium,65,Low
20,75,High,Low,Medium,66,Low
19,85,High,Low,Medium,70,Low
22,89,High,Medium,Medium,71,Medium
29,76,Medium,Low,Low,67,Low
26,96,High,Medium,High,72,Medium
12,82,Low,Medium,High,63,Low
24,78,High,Low,High,67,Low
28,86,Low,Medium,High,72,Medium
22,98,Medium,Low,Medium,72,Medium
27,92,Medium,Medium,Medium,70,Low
32,62,High,Low,Medium,67,Low
26,73,Medium,High,High,68,Low
21,79,Low,High,Medium,67,Low
26,73,High,Low,Medium,70,Low
21,88,Medium,High,High,67,Low
20,93,Medium,Medium,High,71,Medium
18,89,High,Medium,High,69,Low
29,100,Medium,Medium,Medium,74,Medium
15,71,High,Medium,Medium,63,Low
29,95,Medium,Medium,High,72,Medium
23,91,High,Low,Medium,71,Medium
12,74,High,Medium,Medium,64,Low
22,89,Medium,Medium,Medium,69,Low
7,64,High,Medium,Low,62,Low
24,92,Medium,Medium,Medium,69,Low
25,81,High,Low,Medium,68,Low
16,72,High,High,Low,67,Low
21,86,Medium,High,Medium,71,Medium
32,86,Medium,Low,Medium,70,Low
17,68,High,Medium,Low,63,Low
14,61,Low,Medium,Medium,60,Low
29,77,Medium,Medium,High,69,Low
32,83,Medium,Medium,Medium,71,Medium
20,95,Low,Medium,High,69,Low
26,97,High,Medium,Medium,73,Medium
28,81,Medium,Medium,Medium,73,Medium
16,90,Medium,Medium,Medium,68,Low
17,78,High,Medium,Medium,67,Low
27,90,Medium,High,Medium,74,Medium
30,68,Medium,Medium,Medium,68,Low
23,75,High,Low,High,69,Low
15,85,High,Medium,High,69,Low
32,61,High,Medium,Medium,68,Low
17,89,Low,Medium,High,66,Low
18,93,Low,Medium,High,69,Low
22,76,Medium,Medium,Medium,66,Low
29,78,Low,High,Medium,72,Medium
25,94,Medium,Low,Medium,69,Low
22,91,Medium,Medium,High,68,Low
23,72,Medium,Medium,Medium,66,Low
20,73,Medium,High,High,65,Low
23,87,Medium,High,High,71,Medium
5,83,Medium,Medium,Medium,61,Low
18,66,Low,Medium,Medium,63,Low
21,72,Medium,Low,Medium,66,Low
13,96,Medium,Medium,Medium,69,Low
22,88,High,Medium,High,71,Medium
19,99,High,High,Medium,73,Medium
31,91,High,Low,Medium,72,Medium
29,98,Medium,Low,Medium,73,Medium
17,69,Low,Medium,High,65,Low
19,91,Low,Medium,High,71,Medium
20,61,High,Medium,High,65,Low
17,87,Medium,Low,Medium,67,Low
21,79,Medium,Medium,High,69,Low
15,74,Low,Low,Medium,63,Low
13,94,Low,High,Medium,68,Low
24,94,High,High,Medium,70,Low
24,61,Medium,Low,Medium,64,Low
15,84,Medium,Medium,Low,64,Low
25,75,Low,High,Medium,68,Low
16,77,Medium,Medium,Low,65,Low
22,93,High,Medium,Medium,70,Low
25,72,Medium,Low,Medium,66,Low
20,98,High,Low,Medium,70,Low
23,67,Medium,High,High,66,Low
17,87,Medium,Medium,Medium,69,Low
19,87,High,High,Low,69,Low
19,70,High,Medium,Medium,64,Low
16,73,Medium,Low,High,64,Low
19,93,Low,Medium,Medium,69,Low
11,90,Medium,High,Medium,67,Low
17,73,Low,Low,Medium,63,Low
18,81,Low,Low,High,67,Low
18,62,Medium,Low,Medium,65,Low
19,68,Medium,Low,Medium,64,Low
20,79,High,Low,Medium,68,Low
23,63,Low,High,Medium,64,Low
25,94,High,Low,Medium,70,Low
16,89,High,High,High,70,Low
13,98,High,Medium,Low,67,Low
14,88,High,Medium,Medium,69,Low
17,98,High,Medium,High,70,Low
18,82,High,Medium,High,69,Low
15,84,Medium,Medium,High,65,Low
12,99,Medium,Medium,Low,66,Low
17,86,High,Medium,Medium,70,Low
21,61,Medium,Low,High,63,Low
24,89,Low,Medium,,69,Low
17,96,High,Medium,Low,74,Medium
18,92,Medium,Low,High,70,Low
14,83,High,Medium,Medium,66,Low
20,87,Low,Medium,Medium,68,Low
15,100,Medium,Medium,Medium,67,Low
23,64,Medium,Low,Medium,66,Low
9,87,High,Medium,Medium,65,Low
18,71,Low,Medium,High,66,Low
22,86,High,Medium,Medium,69,Low
21,84,Low,Medium,Low,67,Low
36,66,Low,High,Medium,69,Low
22,68,Medium,High,Medium,66,Low
14,85,Medium,High,Medium,64,Low
19,65,Medium,Low,Medium,61,Low
9,71,Low,Medium,Medium,61,Low
20,93,Medium,Low,High,70,Low
15,73,Medium,Medium,Medium,65,Low
25,80,High,Medium,Medium,67,Low
17,98,Low,Medium,Medium,69,Low
19,69,Medium,Medium,Low,63,Low
16,76,Medium,High,High,66,Low
30,84,High,Medium,Medium,73,Medium
18,90,High,High,Medium,68,Low
31,96,High,High,Medium,74,Medium
25,97,Low,Medium,Medium,70,Low
23,91,High,Medium,Medium,68,Low
22,69,High,Low,Medium,67,Low
22,61,High,Low,Medium,65,Low
8,75,Medium,Medium,High,66,Low
18,66,High,Medium,Medium,64,Low
25,88,Medium,Low,High,72,Medium
20,86,Medium,High,Medium,70,Low
12,62,Medium,Medium,Medium,60,Low
20,93,Medium,Medium,Low,68,Low
30,70,Medium,Medium,Medium,71,Medium
27,77,Medium,Low,Medium,68,Low
20,87,High,Low,Medium,67,Low
26,77,Medium,Low,High,70,Low
18,78,Medium,High,Medium,65,Low
10,63,Medium,Medium,Medium,60,Low
14,76,High,Low,Medium,65,Low
29,91,Medium,Low,High,70,Low
18,97,Low,Medium,Low,69,Low
19,77,High,Medium,Medium,64,Low
18,77,Low,Medium,High,67,Low
31,88,Low,Low,Low,73,Medium
30,98,Medium,High,Medium,74,Medium
33,71,Medium,Medium,Medium,67,Low
19,78,Low,Medium,Medium,66,Low
22,92,Medium,Medium,Medium,69,Low
11,84,High,Low,Medium,64,Low
29,64,Medium,Medium,Medium,69,Low
13,85,Low,Medium,Medium,66,Low
21,67,High,Medium,High,65,Low
13,80,Medium,High,Medium,67,Low
16,81,Medium,Medium,High,67,Low
15,95,Medium,High,Medium,68,Low
16,78,Medium,Medium,Medium,65,Low
17,71,Medium,Low,Medium,66,Low
17,69,High,Low,Medium,65,Low
25,95,Medium,High,High,71,Medium
13,67,Medium,Medium,Medium,63,Low
21,77,High,Low,High,70,Low
27,67,High,High,Low,70,Low
17,91,Low,High,Medium,67,Low
16,79,High,High,High,68,Low
19,74,Medium,Medium,Medium,63,Low
27,74,Medium,Low,Medium,70,Low
21,94,Medium,Low,High,69,Low
17,82,Medium,Medium,Low,66,Low
23,89,Low,Medium,High,70,Low
13,96,Medium,Low,Low,68,Low
24,96,Medium,Medium,Medium,70,Low
22,73,Low,Medium,Medium,67,Low
18,98,Medium,Medium,Medium,69,Low
15,61,High,Medium,High,64,Low
15,75,High,Low,Medium,62,Low
23,96,Medium,Medium,Medium,71,Medium
27,71,High,Medium,High,69,Low
16,71,Medium,Low,High,62,Low
23,72,Low,High,Medium,66,Low
7,84,Medium,Low,Medium,64,Low
16,78,Low,Medium,Medium,66,Low
20,89,High,Medium,High,72,Medium
15,96,High,Medium,Medium,71,Medium
14,87,Medium,Medium,Medium,65,Low
16,68,Medium,Medium,Medium,65,Low
22,97,Medium,Medium,Medium,70,Low
19,71,Medium,High,Medium,68,Low
7,66,High,High,Medium,57,Low
7,64,Medium,High,Low,59,Low
16,83,Low,Medium,High,64,Low
23,65,High,Medium,High,67,Low
4,66,Low,Low,High,60,Low
17,72,High,Low,High,67,Low
17,71,Medium,Low,Low,65,Low
28,84,Medium,Medium,High,71,Medium
18,93,Low,Medium,Medium,67,Low
22,90,Medium,Low,Medium,69,Low
21,70,High,High,Medium,68,Low
7,70,Medium,Medium,Medium,59,Low
25,99,High,Low,Medium,75,Medium
21,60,Medium,Low,Low,59,Low
23,95,High,Low,High,71,Medium
44,68,High,Low,High,71,Medium
7,98,Medium,High,High,66,Low
30,74,Medium,Medium,Medium,69,Low
18,78,High,Low,High,65,Low
22,88,Medium,Low,Medium,68,Low
20,84,High,Medium,High,68,Low
17,73,Medium,High,High,67,Low
17,82,High,Medium,Medium,68,Low
22,89,Low,Medium,Medium,68,Low
11,62,High,High,Medium,88,High
25,60,Medium,Medium,High,66,Low
18,78,High,High,Low,67,Low
13,65,Medium,Low,High,63,Low
17,87,Medium,Medium,Medium,68,Low
28,69,High,Low,High,65,Low
17,77,High,Medium,Low,67,Low
22,68,High,Medium,Medium,67,Low
16,82,Medium,Medium,Medium,67,Low
25,65,Medium,Low,High,64,Low
24,61,Medium,Medium,Medium,61,Low
31,62,Medium,Medium,Medium,65,Low
19,98,Low,High,Medium,70,Low
24,66,Medium,Medium,High,67,Low
21,88,High,Medium,Medium,68,Low
28,63,Medium,Medium,Medium,65,Low
16,64,High,Low,High,63,Low
24,80,Medium,Medium,High,72,Medium
19,79,High,Medium,High,68,Low
20,98,Medium,Medium,Medium,73,Medium
21,98,High,High,Medium,71,Medium
22,91,Medium,Medium,High,70,Low
19,84,High,Low,Low,68,Low
21,78,Medium,Medium,Medium,68,Low
29,74,Medium,Low,High,68,Low
26,98,Low,Medium,Medium,71,Medium
25,84,Medium,Low,Medium,70,Low
17,83,High,Medium,Medium,67,Low
15,69,Low,Medium,Medium,61,Low
26,62,High,Low,Medium,64,Low
25,98,Low,Medium,Medium,72,Medium
29,73,High,Low,High,67,Low
16,78,High,High,Medium,65,Low
19,65,Medium,High,Medium,64,Low
10,93,Low,Medium,Medium,66,Low
18,61,Medium,Medium,High,62,Low
26,93,Low,Medium,Medium,70,Low
17,66,Medium,Medium,High,64,Low
24,95,Medium,Low,Medium,70,Low
19,89,Medium,Medium,Medium,66,Low
22,67,Low,Medium,High,62,Low
13,83,Low,High,Medium,63,Low
21,73,Low,High,Medium,66,Low
2,67,Medium,Low,Medium,58,Low
19,94,Medium,Medium,Medium,70,Low
10,76,Medium,Medium,Low,63,Low
27,76,Medium,High,High,70,Low
25,67,High,Medium,Medium,65,Low
23,75,Medium,Medium,Low,67,Low
29,95,High,Medium,Medium,73,Medium
14,75,Medium,Medium,Medium,82,Medium
30,98,Low,High,Medium,71,Medium
26,98,Medium,Low,Medium,73,Medium
19,66,Medium,Low,Medium,65,Low
27,67,High,Medium,High,67,Low
13,95,Medium,Low,High,67,Low
15,76,High,Medium,Medium,69,Low
16,60,Medium,Low,Medium,61,Low
17,71,Medium,Medium,High,64,Low
14,84,Low,Low,Medium,64,Low
27,92,Low,Low,Medium,68,Low
18,65,Medium,Medium,Medium,62,Low
22,64,Medium,High,Medium,66,Low
17,97,High,Medium,Medium,70,Low
9,90,High,Low,Medium,67,Low
22,84,Medium,Medium,Medium,70,Low
9,91,Medium,High,Medium,65,Low
20,77,Low,Medium,High,65,Low
12,90,Medium,Medium,Medium,70,Low
32,75,High,High,Medium,72,Medium
25,70,Medium,Low,Medium,65,Low
21,89,High,Medium,Medium,71,Medium
28,77,High,Low,High,71,Medium
15,99,Medium,High,High,72,Medium
23,74,Low,Low,Low,64,Low
21,97,Medium,High,High,72,Medium
22,97,Low,Medium,Medium,71,Medium
28,70,Medium,Low,Medium,66,Low
24,92,High,Medium,Medium,71,Medium
22,77,Medium,High,Low,67,Low
10,97,High,Low,High,69,Low
14,78,High,High,Medium,67,Low
19,90,High,Medium,Medium,71,Medium
21,79,Medium,Low,,66,Low
13,69,High,Low,Low,62,Low
34,68,Medium,High,Medium,67,Low
29,77,Medium,High,Medium,70,Low
24,90,High,High,Medium,72,Medium
20,84,High,Medium,Medium,69,Low
19,88,Medium,High,Medium,70,Low
14,71,High,Medium,Medium,64,Low
20,79,Medium,Low,Medium,65,Low
22,62,Medium,Medium,Medium,66,Low
13,93,Low,High,Medium,68,Low
22,100,Medium,Medium,Medium,72,Medium
19,76,Medium,Medium,Medium,65,Low
9,60,Medium,Medium,High,60,Low
15,67,Medium,Medium,High,63,Low
18,86,Low,Low,High,66,Low
31,84,Low,Low,Medium,73,Medium
23,92,Medium,Low,Medium,71,Medium
12,70,Medium,Low,Medium,59,Low
23,91,Medium,Medium,High,70,Low
11,88,Medium,Low,Low,63,Low
26,73,Medium,Medium,Low,67,Low
17,82,Low,Medium,Medium,65,Low
19,66,Medium,Medium,Low,64,Low
28,78,High,Low,Medium,71,Medium
12,95,Medium,Medium,Medium,70,Low
12,77,Medium,Medium,Low,63,Low
16,94,Low,Medium,High,68,Low
26,84,Medium,Medium,Medium,67,Low
11,68,Medium,Medium,Medium,66,Low
3,83,High,Low,High,63,Low
17,80,Medium,Medium,Medium,65,Low
23,76,Medium,Low,Medium,66,Low
27,65,Medium,Medium,Low,65,Low
17,77,Low,Medium,High,65,Low
18,63,High,Medium,High,63,Low
27,64,Medium,Medium,Medium,65,Low
9,77,Low,Medium,High,62,Low
18,72,Medium,Medium,Medium,66,Low
21,97,Medium,Medium,Medium,71,Medium
23,75,Low,High,Medium,64,Low
17,90,Medium,Low,Medium,67,Low
20,81,Medium,Medium,Medium,68,Low
5,88,Medium,Medium,Medium,63,Low
16,70,Low,High,High,64,Low
23,98,High,Medium,High,74,Medium
14,81,Low,Medium,High,68,Low
20,93,Medium,Low,High,68,Low
23,75,High,Medium,Low,69,Low
18,64,Low,Medium,Medium,61,Low
21,87,Low,High,Medium,69,Low
14,60,Low,Low,High,61,Low
19,79,Medium,Low,Medium,67,Low
24,68,Low,Medium,Low,63,Low
21,85,Medium,Medium,High,68,Low
16,99,Medium,Low,Medium,68,Low
21,79,Medium,Low,Medium,67,Low
24,93,Low,High,Medium,69,Low
8,80,High,Medium,Medium,64,Low
27,80,Low,Low,Medium,67,Low
18,97,Medium,Low,Medium,70,Low
23,96,Low,Low,Medium,72,Medium
27,91,Low,Medium,High,71,Medium
12,72,Medium,High,Medium,62,Low
16,82,Medium,High,Medium,67,Low
18,69,Medium,Medium,Medium,64,Low
15,78,Medium,Medium,Low,64,Low
30,79,High,Medium,Medium,70,Low
15,93,Medium,Medium,Medium,68,Low
17,96,Medium,Medium,Medium,70,Low
21,77,Medium,Low,High,65,Low
13,61,Low,Low,Medium,59,Low
18,94,Medium,Medium,High,69,Low
22,67,Medium,High,High,67,Low
18,85,Medium,Medium,Medium,68,Low
19,61,Medium,Low,Medium,62,Low
17,76,High,Low,Medium,65,Low
11,99,High,Medium,High,69,Low
22,64,Medium,Medium,Medium,65,Low
31,77,High,High,Medium,68,Low
20,72,High,Medium,High,68,Low
21,96,High,High,Medium,71,Medium
24,95,Medium,Medium,Low,71,Medium
12,70,High,High,Medium,66,Low
30,63,Medium,Medium,Medium,71,Medium
21,85,Medium,Low,Medium,66,Low
30,73,High,Medium,Low,66,Low
16,87,High,Medium,High,69,Low
